"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"294","Ochroma pyramidale","1","99105","Ochroma pyramidale","1","species","","","","(Cav. ex Lam.) Urb.","Malvaceae","Ochroma","Ochroma","1","pyramidale","pyramidale","1","","","","","","","","","","","","http://www.tropicos.org/Name/3900204","","Y","Accepted","Ochroma pyramidale","Ochroma pyramidale","(Cav. ex Lam.) Urb.","99105","species","http://www.tropicos.org/Name/3900204","","Malvaceae","1","1","tropicos","",true,323
"295","Ocotea benthamiana","1","278253","Ocotea benthamiana","1","species","","","","Mez","Lauraceae","Ocotea","Ocotea","1","benthamiana","benthamiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800054","","Y","Accepted","Ocotea benthamiana","Ocotea benthamiana","Mez","278253","species","http://www.tropicos.org/Name/17800054","","Lauraceae","1","1","tropicos","",true,324
"296","Ocotea cernua","1","278378","Ocotea cernua","1","species","","","","(Nees) Mez","Lauraceae","Ocotea","Ocotea","1","cernua","cernua","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800185","","Y","Accepted","Ocotea cernua","Ocotea cernua","(Nees) Mez","278378","species","http://www.tropicos.org/Name/17800185","","Lauraceae","1","1","tropicos","",true,325
"297","Ocotea floribunda","1","278410","Ocotea floribunda","1","species","","","","(Sw.) Mez","Lauraceae","Ocotea","Ocotea","1","floribunda","floribunda","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800218","","Y","Accepted","Ocotea floribunda","Ocotea floribunda","(Sw.) Mez","278410","species","http://www.tropicos.org/Name/17800218","","Lauraceae","1","1","tropicos","",true,326
"298","Ocotea heterochroma","1","279701","Ocotea heterochroma","1","species","","","","Mez & Sodiro","Lauraceae","Ocotea","Ocotea","1","heterochroma","heterochroma","1","","","","","","","","","","","","http://www.tropicos.org/Name/17801536","","Y","Accepted","Ocotea heterochroma","Ocotea heterochroma","Mez & Sodiro","279701","species","http://www.tropicos.org/Name/17801536","","Lauraceae","1","1","tropicos","",true,329
"299","Ocotea pacifica","1","1225941","Ocotea pacifica","1","species","","","","van der Werff","Lauraceae","Ocotea","Ocotea","1","pacifica","pacifica","1","","","","","","","","","","","","http://www.tropicos.org/Name/100352267","","Y","Accepted","Ocotea pacifica","Ocotea pacifica","van der Werff","1225941","species","http://www.tropicos.org/Name/100352267","","Lauraceae","1","1","tropicos","",true,330
"300","Ocotea pichinchensis","1","1265852","Ocotea pichinchensis","1","species","","","","van der Werff","Lauraceae","Ocotea","Ocotea","1","pichinchensis","pichinchensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/100393511","","Y","Accepted","Ocotea pichinchensis","Ocotea pichinchensis","van der Werff","1265852","species","http://www.tropicos.org/Name/100393511","","Lauraceae","1","1","tropicos","",true,331
"301","Ocotea cuneifolia","1","278389","Ocotea cuneifolia","1","species","","","","(Ruiz & Pav.) Mez","Lauraceae","Ocotea","Ocotea","1","cuneifolia","cuneifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800196","","Y","Accepted","Ocotea cuneifolia","Ocotea cuneifolia","(Ruiz & Pav.) Mez","278389","species","http://www.tropicos.org/Name/17800196","","Lauraceae","1","1","tropicos","",true,332
"302","Ocotea insularis","1","278432","Ocotea insularis","1","species","","","","(Meisn.) Mez","Lauraceae","Ocotea","Ocotea","1","insularis","insularis","1","","","","","","","","","","","","http://www.tropicos.org/Name/17800241","","Y","Accepted","Ocotea insularis","Ocotea insularis","(Meisn.) Mez","278432","species","http://www.tropicos.org/Name/17800241","","Lauraceae","1","1","tropicos","",true,333
"303","Ocotea oreophila","1","1294959","Ocotea oreophila","1","species","","","","van der Werff","Lauraceae","Ocotea","Ocotea","1","oreophila","oreophila","1","","","","","","","","","","","","http://www.tropicos.org/Name/100442335","","Y","Accepted","Ocotea oreophila","Ocotea oreophila","van der Werff","1294959","species","http://www.tropicos.org/Name/100442335","","Lauraceae","1","1","tropicos","",true,334
"304","Ocotea pedanomischa","1","1265851","Ocotea pedanomischa","1","species","","","","van der Werff","Lauraceae","Ocotea","Ocotea","1","pedanomischa","pedanomischa","1","","","","","","","","","","","","http://www.tropicos.org/Name/100393510","","Y","Accepted","Ocotea pedanomischa","Ocotea pedanomischa","van der Werff","1265851","species","http://www.tropicos.org/Name/100393510","","Lauraceae","1","1","tropicos","",true,335
"305","Ocotea rugosa","1","284150","Ocotea rugosa","1","species","","","","van der Werff","Lauraceae","Ocotea","Ocotea","1","rugosa","rugosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/17806201","","Y","Accepted","Ocotea rugosa","Ocotea rugosa","van der Werff","284150","species","http://www.tropicos.org/Name/17806201","","Lauraceae","1","1","tropicos","",true,336
"306","Oreopanax ecuadorensis","1","788272","Oreopanax ecuadorensis","1","species","","","","Seem.","Araliaceae","Oreopanax","Oreopanax","1","ecuadorensis","ecuadorensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/50106139","","Y","Accepted","Oreopanax ecuadorensis","Oreopanax ecuadorensis","Seem.","788272","species","http://www.tropicos.org/Name/50106139","","Araliaceae","1","1","tropicos","",true,337
"307","Oreopanax floribundus","1","35333","Oreopanax floribundus","1","species","","","","(Kunth) Decne. & Planch.","Araliaceae","Oreopanax","Oreopanax","1","floribundus","floribundus","1","","","","","","","","","","","","http://www.tropicos.org/Name/2200149","","Y","Synonym","Oreopanax incisus","Oreopanax incisus","(Willd. ex Schult.) Decne. & Planch.","932484","species","http://www.tropicos.org/Name/50254482","","Araliaceae","1","1","tropicos","",true,338
"308","Oreopanax grandifolius","1","787363","Oreopanax grandifolius","1","species","","","","Borchs.","Araliaceae","Oreopanax","Oreopanax","1","grandifolius","grandifolius","1","","","","","","","","","","","","http://www.tropicos.org/Name/50105209","","Y","Accepted","Oreopanax grandifolius","Oreopanax grandifolius","Borchs.","787363","species","http://www.tropicos.org/Name/50105209","","Araliaceae","1","1","tropicos","",true,339
"309","Oreopanax palamophyllus","1","35358","Oreopanax palamophyllus","1","species","","","","Harms","Araliaceae","Oreopanax","Oreopanax","1","palamophyllus","palamophyllus","1","","","","","","","","","","","","http://www.tropicos.org/Name/2200174","","Y","Accepted","Oreopanax palamophyllus","Oreopanax palamophyllus","Harms","35358","species","http://www.tropicos.org/Name/2200174","","Araliaceae","1","1","tropicos","",true,340
"310","Ossaea macrophylla","1","306348","Ossaea macrophylla","1","species","","","","(Benth.) Cogn.","Melastomataceae","Ossaea","Ossaea","1","macrophylla","macrophylla","1","","","","","","","","","","","","http://www.tropicos.org/Name/20301550","","Y","Synonym","Miconia solearis","Miconia solearis","(Naudin) Gamba & Almeda","1288943","species","http://www.tropicos.org/Name/100436161","","Melastomataceae","1","1","tropicos","",true,341
"311","Ossaea micrantha","1","307346","Ossaea micrantha","1","species","","","","(Sw.) Macfad. ex Cogn.","Melastomataceae","Ossaea","Ossaea","1","micrantha","micrantha","1","","","","","","","","","","","","http://www.tropicos.org/Name/20302582","","Y","Synonym","Miconia rubescens","Miconia rubescens","(Triana) Gamba & Almeda","1318404","species","http://www.tropicos.org/Name/100473146","","Melastomataceae","1","1","tropicos","",true,342
"312","Otoba gordoniifolia","1","315373","Otoba gordoniifolia","1","species","","","","(A. DC.) A.H. Gentry","Myristicaceae","Otoba","Otoba","1","gordoniifolia","gordoniifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/21800175","","Y","Accepted","Otoba gordoniifolia","Otoba gordoniifolia","(A. DC.) A.H. Gentry","315373","species","http://www.tropicos.org/Name/21800175","","Myristicaceae","1","1","tropicos","",true,343
"313","Otoba novogranatensis","1","315307","Otoba novogranatensis","1","species","","","","Moldenke","Myristicaceae","Otoba","Otoba","1","novogranatensis","novogranatensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/21800107","","Y","Accepted","Otoba novogranatensis","Otoba novogranatensis","Moldenke","315307","species","http://www.tropicos.org/Name/21800107","","Myristicaceae","1","1","tropicos","",true,344
"314","Palicourea acanthacea","1","751477","Palicourea acanthacea","1","species","","","","(Standl. ex Steyerm.) C.M. Taylor","Rubiaceae","Palicourea","Palicourea","1","acanthacea","acanthacea","1","","","","","","","","","","","","http://www.tropicos.org/Name/50068424","","Y","Accepted","Palicourea acanthacea","Palicourea acanthacea","(Standl. ex Steyerm.) C.M. Taylor","751477","species","http://www.tropicos.org/Name/50068424","","Rubiaceae","1","1","tropicos","",true,345
"315","Palicourea amethystina","1","480409","Palicourea amethystina","1","species","","","","(Ruiz & Pav.) DC.","Rubiaceae","Palicourea","Palicourea","1","amethystina","amethystina","1","","","","","","","","","","","","http://www.tropicos.org/Name/27901652","","Y","Accepted","Palicourea amethystina","Palicourea amethystina","(Ruiz & Pav.) DC.","480409","species","http://www.tropicos.org/Name/27901652","","Rubiaceae","1","1","tropicos","",true,346
"316","Palicourea andrei","1","480412","Palicourea andrei","1","species","","","","Standl.","Rubiaceae","Palicourea","Palicourea","1","andrei","andrei","1","","","","","","","","","","","","http://www.tropicos.org/Name/27901655","","Y","Accepted","Palicourea andrei","Palicourea andrei","Standl.","480412","species","http://www.tropicos.org/Name/27901655","","Rubiaceae","1","1","tropicos","",true,347
"317","Palicourea apicata","1","488602","Palicourea apicata","1","species","","","","Kunth","Rubiaceae","Palicourea","Palicourea","1","apicata","apicata","1","","","","","","","","","","","","http://www.tropicos.org/Name/27910114","","Y","Accepted","Palicourea apicata","Palicourea apicata","Kunth","488602","species","http://www.tropicos.org/Name/27910114","","Rubiaceae","1","1","tropicos","",true,348
"318","Palicourea demissa","1","485153","Palicourea demissa","1","species","","","","Standl.","Rubiaceae","Palicourea","Palicourea","1","demissa","demissa","1","","","","","","","","","","","","http://www.tropicos.org/Name/27906589","","Y","Accepted","Palicourea demissa","Palicourea demissa","Standl.","485153","species","http://www.tropicos.org/Name/27906589","","Rubiaceae","1","1","tropicos","",true,349
"319","Palicourea guianensis","1","481726","Palicourea guianensis","1","species","","","","Aubl.","Rubiaceae","Palicourea","Palicourea","1","guianensis","guianensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/27902995","","Y","Accepted","Palicourea guianensis","Palicourea guianensis","Aubl.","481726","species","http://www.tropicos.org/Name/27902995","","Rubiaceae","1","1","tropicos","",true,350
"320","Palicourea chimboracensis","1","480427","Palicourea chimboracensis","1","species","","","","Standl.","Rubiaceae","Palicourea","Palicourea","1","chimboracensis","chimboracensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/27901671","","Y","Accepted","Palicourea chimboracensis","Palicourea chimboracensis","Standl.","480427","species","http://www.tropicos.org/Name/27901671","","Rubiaceae","1","1","tropicos","",true,351
"321","Palicourea palenquensis","1","1316934","Palicourea palenquensis","1","species","","","","C.M. Taylor","Rubiaceae","Palicourea","Palicourea","1","palenquensis","palenquensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/100471628","","Y","Accepted","Palicourea palenquensis","Palicourea palenquensis","C.M. Taylor","1316934","species","http://www.tropicos.org/Name/100471628","","Rubiaceae","1","1","tropicos","",true,352
"322","Palicourea pyramidalis","1","485217","Palicourea pyramidalis","1","species","","","","Standl.","Rubiaceae","Palicourea","Palicourea","1","pyramidalis","pyramidalis","1","","","","","","","","","","","","http://www.tropicos.org/Name/27906653","","Y","Accepted","Palicourea pyramidalis","Palicourea pyramidalis","Standl.","485217","species","http://www.tropicos.org/Name/27906653","","Rubiaceae","1","1","tropicos","",true,353
"323","Palicourea sodiroi","1","480539","Palicourea sodiroi","1","species","","","","Standl.","Rubiaceae","Palicourea","Palicourea","1","sodiroi","sodiroi","1","","","","","","","","","","","","http://www.tropicos.org/Name/27901790","","Y","Accepted","Palicourea sodiroi","Palicourea sodiroi","Standl.","480539","species","http://www.tropicos.org/Name/27901790","","Rubiaceae","1","1","tropicos","",true,354
"324","Panopsis megistosperma","1","900708","Panopsis megistosperma","1","species","","","","Bonifaz & Cornejo","Proteaceae","Panopsis","Panopsis","1","megistosperma","megistosperma","1","","","","","","","","","","","","http://www.tropicos.org/Name/50222047","","Y","Accepted","Panopsis megistosperma","Panopsis megistosperma","Bonifaz & Cornejo","900708","species","http://www.tropicos.org/Name/50222047","","Proteaceae","1","1","tropicos","",true,355
"325","Pentagonia macrophylla","1","482071","Pentagonia macrophylla","1","species","","","","Benth.","Rubiaceae","Pentagonia","Pentagonia","1","macrophylla","macrophylla","1","","","","","","","","","","","","http://www.tropicos.org/Name/27903348","","Y","Accepted","Pentagonia macrophylla","Pentagonia macrophylla","Benth.","482071","species","http://www.tropicos.org/Name/27903348","","Rubiaceae","1","1","tropicos","",true,356
"326","Persea pseudofasciculata","1","281502","Persea pseudofasciculata","1","species","","","","L.E. Kopp","Lauraceae","Persea","Persea","1","pseudofasciculata","pseudofasciculata","1","","","","","","","","","","","","http://www.tropicos.org/Name/17803403","","Y","Accepted","Persea pseudofasciculata","Persea pseudofasciculata","L.E. Kopp","281502","species","http://www.tropicos.org/Name/17803403","","Lauraceae","1","1","tropicos","",true,357
"327","Persea rigens","1","280767","Persea rigens","1","species","","","","C.K. Allen","Lauraceae","Persea","Persea","1","rigens","rigens","1","","","","","","","","","","","","http://www.tropicos.org/Name/17802650","","Y","Accepted","Persea rigens","Persea rigens","C.K. Allen","280767","species","http://www.tropicos.org/Name/17802650","","Lauraceae","1","1","tropicos","",true,358
"328","Pholidostachys dactyloides","1","37852","Pholidostachys dactyloides","1","species","","","","H.E. Moore","Arecaceae","Pholidostachys","Pholidostachys","1","dactyloides","dactyloides","1","","","","","","","","","","","","http://www.tropicos.org/Name/2401109","","Y","Accepted","Pholidostachys dactyloides","Pholidostachys dactyloides","H.E. Moore","37852","species","http://www.tropicos.org/Name/2401109","","Arecaceae","1","1","tropicos","",true,359
"329","Phytelephas aequatorialis","1","38351","Phytelephas aequatorialis","1","species","","","","Spruce","Arecaceae","Phytelephas","Phytelephas","1","aequatorialis","aequatorialis","1","","","","","","","","","","","","http://www.tropicos.org/Name/2401613","","Y","Accepted","Phytelephas aequatorialis","Phytelephas aequatorialis","Spruce","38351","species","http://www.tropicos.org/Name/2401613","","Arecaceae","1","1","tropicos","",true,360
